t,alpha,beta_CO₂,beta_Gas,beta_Coal
0,132.17258333333308,9.18286844818275,5.151538559577557,1.9434425522628969
1,132.59368589743588,-18.904372771498913,-0.5295030352863725,-0.039092284648894
2,166.43634057971013,83.4431623213755,2.273216691619568,-2.33506440809437
3,125.31717391304323,28.73027277868223,0.8618075566765242,1.756920569332833
