t,alpha,beta_CO₂,beta_Gas,beta_Coal
0,142.05254402415093,1.0519712756690573,0.5445957787606633,2.858826977346097
1,122.64630949180749,0.16768653981292334,0.6050252094156389,0.01799061103970863
2,85.70857178114572,1.4362365988266887,1.0034709587372546,0.5777765974551466
