day,value
2024-06-01,94.17458333333333
2024-06-02,92.06833333333333
2024-06-03,111.55791666666666
2024-06-04,124.74624999999999
2024-06-05,114.88583333333334
2024-06-06,120.60958333333333
2024-06-07,113.98583333333333
2024-06-08,88.30208333333333
2024-06-09,61.9625
2024-06-10,121.48416666666667
2024-06-11,84.02416666666666
2024-06-12,107.45083333333334
