date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-03-07,1825.0,1950.0,2275.0,2750.0,4025.0,6075.0,6300.0,6000.0,5550.0,4900.0,4825.0,5000.0,5275.0,5150.0,5275.0,5225.0,5125.0,4525.0,4475.0,4375.0,4025.0,3150.0,2900.0,2525.0
2023-03-08,1425.0,1550.0,1875.0,2350.0,3875.0,5925.0,6250.0,5900.0,5350.0,4800.0,4675.0,4850.0,5125.0,4950.0,5175.0,5225.0,5125.0,4375.0,4375.0,4325.0,3925.0,3050.0,2800.0,2425.0
2023-03-09,1325.0,1450.0,1775.0,2250.0,3875.0,6225.0,6300.0,5900.0,5350.0,5000.0,4875.0,5000.0,5275.0,5200.0,5425.0,5325.0,5025.0,4275.0,4275.0,4225.0,3825.0,2950.0,2700.0,2425.0
2023-03-10,1275.0,1400.0,1625.0,2100.0,3575.0,5975.0,6050.0,5600.0,5050.0,4600.0,4425.0,4600.0,4875.0,4850.0,5125.0,5075.0,4675.0,4075.0,4025.0,3975.0,3575.0,2700.0,2450.0,2275.0
2023-03-13,0.0,0.0,0.0,550.0,2375.0,5025.0,5600.0,5250.0,4750.0,4300.0,4225.0,4450.0,4775.0,4750.0,4875.0,4675.0,4425.0,4075.0,3975.0,3825.0,3375.0,2500.0,2250.0,2175.0
2023-03-14,1175.0,1350.0,1575.0,2100.0,3025.0,5125.0,5200.0,4450.0,3900.0,3400.0,3275.0,3500.0,3725.0,3700.0,4125.0,4175.0,3725.0,3375.0,3375.0,3275.0,2875.0,2200.0,1950.0,2025.0
2023-03-15,1275.0,1450.0,1675.0,2200.0,3375.0,5625.0,5800.0,5100.0,4550.0,4250.0,4125.0,4500.0,4825.0,4750.0,5075.0,5025.0,4525.0,3975.0,3925.0,3875.0,3425.0,2650.0,2300.0,2375.0
2023-03-16,1375.0,1450.0,1825.0,2300.0,3525.0,5775.0,6000.0,5400.0,4850.0,4300.0,4225.0,4550.0,4875.0,4750.0,5075.0,5025.0,4525.0,3975.0,3925.0,3875.0,3425.0,2700.0,2450.0,2225.0
2023-03-17,1225.0,1250.0,1625.0,2100.0,3275.0,5375.0,5500.0,4900.0,4350.0,3650.0,3575.0,3750.0,4075.0,3950.0,4275.0,4225.0,3775.0,3625.0,3575.0,3525.0,3225.0,2300.0,2000.0,1575.0
2023-03-20,0.0,0.0,0.0,0.0,1625.0,4275.0,4550.0,4000.0,3450.0,3300.0,3175.0,3550.0,3925.0,3850.0,4075.0,4025.0,3375.0,3475.0,3425.0,3375.0,2925.0,1950.0,1750.0,1775.0
2023-03-21,675.0,750.0,1075.0,1500.0,2675.0,5275.0,5150.0,4600.0,4050.0,3800.0,3675.0,3850.0,4225.0,4050.0,4225.0,4075.0,3625.0,3775.0,3725.0,3775.0,3075.0,2250.0,1950.0,1675.0
2023-03-22,625.0,650.0,1025.0,1450.0,2675.0,4925.0,4750.0,4100.0,3550.0,3300.0,3225.0,3550.0,3825.0,3750.0,4125.0,4125.0,3575.0,3525.0,3525.0,3525.0,3075.0,2150.0,1900.0,1275.0
2023-03-23,125.0,150.0,575.0,1000.0,1925.0,4525.0,4650.0,4150.0,3500.0,3200.0,3075.0,3400.0,3675.0,3550.0,3775.0,3525.0,2875.0,3125.0,3125.0,3025.0,2575.0,1650.0,1300.0,1125.0
2023-03-24,0.0,150.0,425.0,650.0,1825.0,4425.0,4550.0,4050.0,3450.0,3250.0,3175.0,3500.0,3725.0,3500.0,3725.0,3625.0,2925.0,3025.0,3025.0,2925.0,2475.0,1550.0,1200.0,1325.0
2023-03-27,0.0,0.0,0.0,420.0,3733.0,5014.0,5244.0,4357.0,3527.0,3588.0,3604.0,3749.0,3414.0,3550.0,3939.0,4200.0,3698.0,3767.0,3440.0,2087.0,1404.0,1031.0,1250.0,1775.0
2023-03-28,1025.0,1550.0,2425.0,3850.0,6475.0,7375.0,6900.0,5900.0,5200.0,5000.0,5075.0,5350.0,4775.0,4800.0,4925.0,4875.0,4075.0,4325.0,4275.0,3375.0,2275.0,1900.0,1350.0,1675.0
2023-03-29,975.0,1450.0,2125.0,3200.0,6075.0,6675.0,6200.0,5300.0,4350.0,4150.0,3975.0,4400.0,3875.0,4150.0,4275.0,4175.0,3475.0,3975.0,3925.0,2975.0,1875.0,1500.0,250.0,675.0
2023-03-30,0.0,450.0,1225.0,2550.0,5125.0,5825.0,5150.0,4150.0,3350.0,3250.0,3125.0,3450.0,3225.0,3350.0,3475.0,3325.0,2725.0,2675.0,2575.0,1675.0,675.0,300.0,100.0,725.0
2023-03-31,0.0,400.0,1275.0,2600.0,5325.0,6025.0,5350.0,4300.0,3500.0,3450.0,3225.0,3550.0,3225.0,3350.0,3425.0,3275.0,2725.0,2675.0,2525.0,1575.0,625.0,250.0,0.0,175.0
2023-04-03,325.0,700.0,1425.0,2937.5,5400.0,6050.0,5475.0,4846.5,4614.0,4765.5,4857.5,5427.5,5475.0,5538.0,5407.0,4575.0,4800.0,5183.5,4850.0,4492.0,3550.0,3325.0,3325.0,3325.0
2023-04-04,2275.0,2450.0,3025.0,4287.5,6200.0,6550.0,5825.0,5196.5,5214.0,5365.5,5557.5,6077.5,5875.0,5838.0,5807.0,4975.0,4850.0,5183.5,4900.0,4542.0,3650.0,3575.0,3275.0,3375.0
2023-04-05,2375.0,2450.0,3175.0,4387.5,6550.0,7000.0,6075.0,5296.5,5014.0,5215.5,5557.5,6127.5,5925.0,6038.0,5857.0,4875.0,4950.0,5383.5,5100.0,4742.0,3850.0,3725.0,2925.0,2775.0
2023-04-06,1725.0,1800.0,2075.0,2737.5,4700.0,5050.0,4675.0,4046.5,4414.0,4715.5,5007.5,5677.5,5375.0,5438.0,5307.0,4625.0,4750.0,4733.5,4450.0,4242.0,3450.0,3175.0,3125.0,2725.0
2023-04-07,1675.0,1750.0,2075.0,2437.5,4000.0,4500.0,4525.0,4196.5,4464.0,4665.5,4857.5,5327.5,5175.0,5338.0,5157.0,4225.0,4000.0,4333.5,4100.0,3742.0,3100.0,2525.0,1625.0,1475.0
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-11,0.0,0.0,0.0,637.5,2900.0,3900.0,3825.0,3446.5,3614.0,3915.5,4207.5,4727.5,4575.0,4688.0,4407.0,3675.0,3500.0,3933.5,3650.0,3392.0,2500.0,2325.0,2425.0,2475.0
2023-04-12,1425.0,1650.0,2075.0,2987.5,4850.0,5250.0,4525.0,3896.5,3864.0,4115.5,4307.5,4827.5,4725.0,4938.0,4657.0,3825.0,3800.0,4133.5,3850.0,3642.0,2800.0,2475.0,1975.0,2025.0
2023-04-13,975.0,1200.0,1675.0,2337.5,4350.0,4650.0,3925.0,3296.5,3364.0,3615.5,3907.5,4427.5,4475.0,4688.0,4407.0,3575.0,3550.0,3833.5,3550.0,3342.0,2500.0,2175.0,1975.0,2025.0
2023-04-14,975.0,1200.0,1675.0,2537.5,5000.0,5300.0,4675.0,4046.5,4114.0,4265.5,4357.5,4577.5,4325.0,4388.0,4207.0,3225.0,3400.0,3683.5,3450.0,3242.0,2400.0,1975.0,1825.0,1875.0
2023-04-17,0.0,0.0,275.0,1837.5,4350.0,4900.0,4425.0,3846.5,3464.0,3665.5,3907.5,4377.5,4175.0,4438.0,4357.0,3525.0,3550.0,3783.5,3700.0,3292.0,2500.0,2075.0,1875.0,1925.0
2023-04-18,875.0,1100.0,1625.0,2387.5,4800.0,5050.0,4425.0,3796.5,3564.0,3715.5,3807.5,4277.5,3975.0,4138.0,4157.0,3375.0,3400.0,3733.5,3650.0,3292.0,2500.0,2075.0,2125.0,2175.0
2023-04-19,1125.0,1450.0,1975.0,2787.5,5100.0,5400.0,4725.0,4096.5,4114.0,4265.5,4407.5,4777.5,4425.0,4738.0,4807.0,4125.0,4100.0,3933.5,3650.0,3292.0,2550.0,2175.0,1875.0,1925.0
2023-04-20,725.0,900.0,1575.0,2287.5,4700.0,4800.0,4125.0,3496.5,3164.0,3315.5,3557.5,3977.5,3925.0,4238.0,4157.0,3325.0,3450.0,3283.5,3100.0,2992.0,2250.0,1825.0,1875.0,1925.0
2023-04-21,775.0,950.0,1525.0,2137.5,4600.0,4600.0,3975.0,3346.5,2664.0,2815.5,3057.5,3627.5,3525.0,3788.0,3857.0,3075.0,3200.0,3083.5,2950.0,2692.0,1900.0,1475.0,1725.0,1775.0
2023-04-24,0.0,0.0,175.0,1437.5,3850.0,4650.0,4075.0,3446.5,3414.0,3565.5,3707.5,4127.5,4075.0,4388.0,4257.0,3475.0,3500.0,3333.5,3250.0,2892.0,2100.0,1675.0,1925.0,1975.0
2023-04-25,825.0,1000.0,1575.0,2187.5,4650.0,4850.0,4125.0,3496.5,3564.0,3715.5,3957.5,4527.5,4425.0,4638.0,4507.0,3725.0,3750.0,3533.5,3300.0,2992.0,2200.0,1775.0,1975.0,1975.0
2023-04-26,925.0,1100.0,1575.0,2287.5,4750.0,5100.0,4425.0,3796.5,3464.0,3615.5,3857.5,4277.5,4125.0,4388.0,4257.0,3475.0,3450.0,3583.5,3550.0,3342.0,2600.0,2175.0,2075.0,2075.0
2023-04-27,1025.0,1200.0,1675.0,2387.5,4850.0,5150.0,4525.0,3896.5,3614.0,3815.5,4007.5,4477.5,4175.0,4338.0,4307.0,3425.0,3350.0,3483.5,3550.0,3242.0,2300.0,1875.0,2175.0,2175.0
2023-04-28,1125.0,1400.0,1775.0,2487.5,4900.0,4850.0,4075.0,3446.5,3164.0,3315.5,3507.5,4077.5,3875.0,4038.0,4007.0,3125.0,3100.0,3133.5,3050.0,3042.0,2350.0,1975.0,1434.0,1563.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-02,0.0,0.0,0.0,0.0,300.0,500.0,525.0,575.0,525.0,525.0,825.0,975.0,1150.0,1225.0,1400.0,1325.0,800.0,650.0,500.0,375.0,75.0,175.0,0.0,0.0
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-04,0.0,0.0,0.0,654.0,2151.0,2859.0,2729.0,2114.0,1764.0,1508.0,1317.0,1356.0,1831.0,2542.0,3247.0,3401.0,3534.0,3453.0,3266.0,2081.0,1552.0,1302.0,1470.0,1480.0
2023-05-05,725.0,842.0,907.0,1292.0,2196.0,2927.0,2237.0,1798.0,1475.0,1605.0,1891.0,2018.0,2229.0,2445.0,2707.0,2776.0,2644.0,2415.0,2649.0,1824.0,1091.0,1051.0,1975.0,1900.0
2023-05-08,0.0,0.0,175.0,1775.0,3550.0,3950.0,3475.0,3175.0,2825.0,2775.0,3075.0,3225.0,3200.0,3275.0,3450.0,3425.0,3450.0,3600.0,3650.0,3225.0,2225.0,2175.0,2325.0,2300.0
2023-05-09,1475.0,1600.0,1775.0,2975.0,4850.0,4900.0,4275.0,3825.0,3325.0,3325.0,3575.0,3775.0,3800.0,3875.0,4050.0,4025.0,4100.0,3900.0,4000.0,3375.0,2325.0,2325.0,2125.0,2100.0
2023-05-10,1375.0,1500.0,1675.0,2875.0,4750.0,4800.0,4075.0,3625.0,3125.0,3125.0,3425.0,3575.0,3600.0,3675.0,3850.0,3825.0,3900.0,3750.0,3650.0,3175.0,2125.0,2125.0,2225.0,2250.0
2023-05-11,1325.0,1450.0,1725.0,2975.0,4900.0,5000.0,4225.0,3775.0,3125.0,3225.0,3525.0,3725.0,3650.0,3775.0,3950.0,3925.0,3900.0,3700.0,3650.0,3275.0,2325.0,2125.0,2175.0,2150.0
2023-05-12,1225.0,1350.0,1625.0,3025.0,5050.0,5000.0,4225.0,3875.0,3125.0,3175.0,3475.0,3525.0,3600.0,3675.0,3850.0,3825.0,3850.0,3700.0,3550.0,3075.0,2025.0,1825.0,2025.0,1850.0
2023-05-15,0.0,0.0,275.0,2625.0,4750.0,5100.0,4625.0,4325.0,4375.0,4575.0,5075.0,5275.0,4950.0,4925.0,4950.0,4775.0,4550.0,4400.0,4200.0,3775.0,2725.0,2625.0,2043.0,2002.0
2023-05-16,1183.0,1297.0,1416.0,2065.0,3273.0,3982.0,3441.0,2894.0,2250.0,2420.0,2874.0,2977.0,3069.0,3344.0,3622.0,3667.0,3519.0,3390.0,3346.0,2665.0,1876.0,1754.0,2025.0,2000.0
2023-05-17,1075.0,1200.0,1675.0,3025.0,4950.0,4900.0,4475.0,4175.0,4325.0,4375.0,4825.0,5075.0,5050.0,4725.0,4700.0,4525.0,4100.0,3850.0,3600.0,3275.0,2425.0,2275.0,2125.0,2000.0
2023-05-18,1125.0,1250.0,1625.0,3025.0,5050.0,5100.0,4525.0,4225.0,4425.0,4475.0,4775.0,4925.0,4800.0,4775.0,4750.0,4575.0,4250.0,4000.0,3800.0,3475.0,2625.0,2475.0,2325.0,2300.0
2023-05-19,1275.0,1400.0,1725.0,3125.0,4950.0,5250.0,4825.0,4525.0,4525.0,4625.0,5075.0,5325.0,5150.0,4925.0,4900.0,4675.0,4400.0,4100.0,3650.0,3325.0,2375.0,2125.0,2025.0,1900.0
2023-05-22,0.0,0.0,0.0,1575.0,3650.0,4200.0,3775.0,3475.0,2876.0,2875.0,3075.0,3225.0,3350.0,3425.0,3650.0,3725.0,3600.0,3550.0,3350.0,2925.0,1875.0,1925.0,1825.0,1800.0
2023-05-23,875.0,1000.0,1375.0,2725.0,4750.0,4600.0,4025.0,3675.0,3225.0,3275.0,3575.0,3725.0,3700.0,3775.0,3950.0,3875.0,3850.0,3650.0,3350.0,3025.0,2175.0,1975.0,1975.0,1900.0
2023-05-24,975.0,1100.0,1475.0,2825.0,4750.0,4750.0,4225.0,3925.0,3825.0,3875.0,4175.0,4325.0,4150.0,4175.0,4400.0,4275.0,4200.0,3850.0,3600.0,3225.0,2275.0,2075.0,1825.0,1800.0
2023-05-25,875.0,1000.0,1175.0,2725.0,4600.0,4850.0,4275.0,3975.0,3675.0,3725.0,4125.0,4425.0,4250.0,4275.0,4400.0,4325.0,4100.0,3800.0,3500.0,3275.0,2225.0,1925.0,1875.0,1800.0
2023-05-26,875.0,1000.0,1125.0,2625.0,4600.0,4750.0,4325.0,4025.0,3675.0,3725.0,3925.0,4225.0,4050.0,3975.0,4100.0,4075.0,3850.0,3550.0,3250.0,3125.0,2225.0,1925.0,1825.0,1700.0
2023-05-29,0.0,0.0,0.0,1175.0,3700.0,4200.0,3875.0,3575.0,3126.0,3175.0,3575.0,3775.0,3600.0,3625.0,3700.0,3675.0,3350.0,3050.0,2700.0,2575.0,1875.0,1625.0,1675.0,1700.0
2023-05-30,825.0,850.0,925.0,2475.0,4400.0,4600.0,4175.0,3875.0,3575.0,3675.0,3975.0,4275.0,4000.0,3975.0,4100.0,3975.0,3800.0,3400.0,3050.0,2975.0,2225.0,1925.0,1425.0,1350.0
2023-05-31,375.0,400.0,575.0,2125.0,4000.0,4250.0,3725.0,3425.0,2975.0,3025.0,3325.0,3475.0,3350.0,3425.0,3700.0,3675.0,3350.0,3200.0,2750.0,2675.0,1925.0,1625.0,1375.0,1300.0
2023-06-01,1125.0,1300.0,1675.0,2475.0,4575.0,4750.0,4125.0,3600.0,2800.0,2775.0,3025.0,3125.0,3200.0,3375.0,3500.0,3500.0,3400.0,3600.0,3400.0,3325.0,2125.0,1875.0,1775.0,1575.0
2023-06-02,1025.0,1200.0,1675.0,2675.0,4675.0,4800.0,3925.0,3400.0,2700.0,2725.0,2975.0,3075.0,3100.0,3275.0,3400.0,3400.0,3300.0,3400.0,3200.0,3125.0,2075.0,1825.0,1775.0,1625.0
2023-06-05,0.0,0.0,375.0,1675.0,4075.0,4450.0,3825.0,3300.0,2600.0,2525.0,2775.0,2875.0,3100.0,3275.0,3400.0,3400.0,3350.0,3400.0,3200.0,3125.0,2025.0,1825.0,1825.0,1675.0
2023-06-06,1225.0,1400.0,1775.0,2625.0,4625.0,4750.0,4075.0,3550.0,3400.0,3475.0,3725.0,3875.0,3550.0,3725.0,3800.0,3700.0,3400.0,3450.0,3250.0,3125.0,1975.0,1775.0,1825.0,1675.0
2023-06-07,1075.0,1200.0,1775.0,2725.0,4625.0,4750.0,3975.0,3450.0,3100.0,3225.0,3475.0,3625.0,3300.0,3575.0,3700.0,3700.0,3600.0,3600.0,3200.0,2975.0,1925.0,1725.0,1125.0,875.0
2023-06-08,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09,0.0,0.0,0.0,325.0,1025.0,1200.0,1075.0,750.0,550.0,525.0,525.0,425.0,600.0,725.0,850.0,800.0,600.0,650.0,700.0,775.0,775.0,725.0,1025.0,925.0
2023-06-12,0.0,0.0,425.0,1875.0,4175.0,4450.0,3825.0,3300.0,2700.0,2725.0,2975.0,3075.0,3050.0,3275.0,3400.0,3400.0,3400.0,3650.0,3450.0,3325.0,1925.0,1825.0,1975.0,1925.0
2023-06-13,1475.0,1650.0,2075.0,2825.0,4925.0,5100.0,4375.0,3850.0,3600.0,3725.0,3975.0,4075.0,3950.0,4125.0,4150.0,4150.0,3950.0,3850.0,3650.0,3425.0,2175.0,1925.0,1925.0,1775.0
2023-06-14,1275.0,1450.0,1975.0,3075.0,5125.0,5450.0,4975.0,4550.0,4350.0,4325.0,4575.0,4675.0,4550.0,4725.0,4750.0,4600.0,4400.0,4300.0,4100.0,3825.0,2275.0,2175.0,1925.0,1775.0
2023-06-15,1275.0,1450.0,1975.0,3075.0,5125.0,5450.0,4975.0,4550.0,4350.0,4325.0,4575.0,4675.0,4550.0,4725.0,4750.0,4600.0,4400.0,4300.0,4100.0,3825.0,2275.0,2175.0,2025.0,1875.0
2023-06-16,1375.0,1550.0,1975.0,3075.0,4875.0,5100.0,4625.0,4200.0,4000.0,3975.0,4225.0,4325.0,4200.0,4375.0,4300.0,4050.0,3850.0,3750.0,3550.0,3125.0,2275.0,2175.0,1775.0,1675.0
2023-06-19,0.0,0.0,425.0,1875.0,3925.0,4300.0,3725.0,3300.0,2850.0,3025.0,3375.0,3475.0,3600.0,3775.0,3900.0,3850.0,3850.0,3750.0,3550.0,3425.0,2175.0,1975.0,2025.0,1925.0
2023-06-20,1425.0,1600.0,1975.0,2775.0,4775.0,4950.0,4425.0,3900.0,3500.0,3775.0,4025.0,4125.0,4000.0,4175.0,4250.0,4100.0,4050.0,3950.0,3750.0,3325.0,2225.0,1975.0,2225.0,2125.0
2023-06-21,1625.0,1800.0,2175.0,2975.0,4975.0,5150.0,4675.0,4150.0,3900.0,4125.0,4425.0,4525.0,4400.0,4575.0,4700.0,4600.0,4400.0,4300.0,4100.0,3725.0,2575.0,2425.0,2475.0,2375.0
2023-06-22,1825.0,1950.0,2325.0,3325.0,5325.0,5500.0,5025.0,4500.0,4150.0,4375.0,4775.0,4875.0,4750.0,4925.0,5050.0,5000.0,4700.0,4600.0,4400.0,4025.0,2875.0,2725.0,2925.0,2825.0
2023-06-23,2275.0,2400.0,2575.0,3325.0,5325.0,5500.0,5125.0,4750.0,4850.0,5225.0,5625.0,5725.0,5600.0,5775.0,5550.0,5250.0,4800.0,4600.0,4400.0,4025.0,3175.0,3025.0,2625.0,2475.0
2023-06-26,225.0,350.0,725.0,2425.0,4325.0,4800.0,4675.0,4450.0,4700.0,4875.0,5225.0,5425.0,5350.0,5425.0,5200.0,5150.0,4950.0,4850.0,4650.0,4225.0,3425.0,3175.0,2148.0,2315.0
2023-06-27,1977.0,2089.0,2219.0,2508.0,3798.0,4607.0,4071.0,3535.0,2664.0,2779.0,3091.0,2853.0,2903.0,3193.0,3417.0,3447.0,3665.0,3715.0,3506.0,2761.0,1783.0,1480.0,2275.0,2075.0
2023-06-28,1525.0,1700.0,2125.0,3125.0,4875.0,5300.0,4925.0,4450.0,4100.0,4325.0,4825.0,4975.0,4750.0,4725.0,4650.0,4400.0,4100.0,4000.0,3800.0,3375.0,2525.0,2325.0,2175.0,2125.0
2023-06-29,1575.0,1600.0,1925.0,2875.0,4525.0,4800.0,4325.0,3900.0,3750.0,3875.0,4275.0,4425.0,4400.0,4575.0,4600.0,4500.0,4300.0,4200.0,4000.0,3575.0,2675.0,2525.0,2625.0,2575.0
2023-06-30,2025.0,2050.0,2325.0,3175.0,4725.0,5000.0,4625.0,4200.0,3750.0,3975.0,4375.0,4525.0,4400.0,4575.0,4600.0,4500.0,4250.0,4150.0,3850.0,3425.0,2575.0,2525.0,2475.0,2325.0
2023-07-03,0.0,0.0,0.0,383.0,2353.5,3237.0,3423.0,3284.0,2813.5,2861.0,3038.5,3099.5,3166.0,3194.0,3177.0,3148.0,3052.0,3247.0,3288.0,2849.0,2133.0,1705.0,1800.0,1850.0
2023-07-04,1165.5,1285.0,1554.0,2803.0,4623.5,4685.0,4538.0,4298.0,4006.5,4207.0,4467.5,4530.5,4302.0,4250.0,4200.0,4050.0,3625.0,3650.0,3550.0,3258.0,2700.0,2425.0,1750.0,1800.0
2023-07-05,1115.5,1235.0,1554.0,2803.0,4623.5,4685.0,4538.0,4448.0,4356.5,4557.0,4767.5,4930.5,4702.0,4650.0,4550.0,4350.0,3925.0,3950.0,3750.0,3358.0,2750.0,2475.0,1600.0,1650.0
2023-07-06,965.5,1085.0,1354.0,2603.0,4423.5,4485.0,4338.0,4098.0,3706.5,3807.0,4067.5,4180.5,3802.0,3750.0,3700.0,3550.0,3275.0,3350.0,3350.0,3108.0,2550.0,2275.0,1700.0,1750.0
2023-07-07,1065.5,1185.0,1454.0,2703.0,4523.5,4585.0,4438.0,4198.0,3956.5,4057.0,4267.5,4330.5,4202.0,4150.0,4100.0,4000.0,3575.0,3600.0,3500.0,3108.0,2450.0,2225.0,1720.0,1566.0
2023-07-10,0.0,0.0,78.0,813.0,2931.5,3755.0,4047.0,4203.0,3861.5,4097.0,4327.5,4198.5,4157.0,4206.0,4253.0,4118.0,3829.0,3974.0,3778.0,3167.0,2409.0,1958.0,2200.0,2200.0
2023-07-11,1565.5,1635.0,1904.0,3053.0,5223.5,5335.0,4988.0,4698.0,4756.5,4807.0,4967.5,4930.5,4702.0,4650.0,4600.0,4400.0,3975.0,4000.0,4000.0,3458.0,2550.0,2375.0,2100.0,2050.0
2023-07-12,1465.5,1485.0,1754.0,2903.0,4873.5,4985.0,4938.0,4648.0,4556.5,4807.0,4967.5,4930.5,4702.0,4650.0,4600.0,4450.0,4025.0,4050.0,3950.0,3258.0,2500.0,2325.0,2200.0,2150.0
2023-07-13,1465.5,1585.0,1854.0,3003.0,4973.5,4985.0,4788.0,4498.0,4406.5,4657.0,4817.5,4780.5,4902.0,4850.0,4800.0,4450.0,4025.0,4050.0,4050.0,3608.0,2850.0,2325.0,2050.0,2000.0
2023-07-14,1315.5,1435.0,1704.0,2853.0,4823.5,4835.0,4638.0,4348.0,4256.5,4407.0,4567.5,4530.5,4502.0,4450.0,4450.0,4350.0,3925.0,3950.0,3950.0,3608.0,2850.0,2325.0,1950.0,1900.0
2023-07-17,0.0,0.0,249.0,1085.0,3093.5,3887.0,4141.0,4405.0,4442.5,4603.0,4906.5,5004.5,5005.0,4862.0,4567.0,4325.0,4119.0,4224.0,4039.0,3609.0,2858.0,2403.0,1810.0,1863.0
2023-07-18,1159.5,1443.0,1589.0,2338.0,3666.5,4080.0,4409.0,3730.0,3163.5,3404.0,3907.5,4216.5,4242.0,4010.0,4077.0,3635.0,3273.0,3654.0,3616.0,3081.0,2358.0,1963.0,2450.0,2400.0
2023-07-19,1615.5,1735.0,1904.0,3303.0,5073.5,5385.0,5238.0,5048.0,4806.5,5057.0,5717.5,5780.5,5402.0,5250.0,4850.0,4450.0,3775.0,3900.0,3800.0,3508.0,2900.0,2575.0,2400.0,2300.0
2023-07-20,1565.5,1585.0,1754.0,2903.0,4773.5,5135.0,5088.0,4848.0,4806.5,4907.0,5517.5,5530.5,5152.0,5000.0,4650.0,4350.0,3825.0,3850.0,3850.0,3558.0,3050.0,2625.0,2200.0,2100.0
2023-07-21,1365.5,1485.0,1604.0,2853.0,4523.5,4735.0,4638.0,4398.0,4256.5,4507.0,4967.5,4980.5,4652.0,4600.0,4250.0,3850.0,3475.0,3550.0,3450.0,3108.0,2600.0,2225.0,2000.0,1900.0
2023-07-24,0.0,0.0,154.0,2003.0,4223.5,4685.0,4688.0,4598.0,4556.5,4707.0,5167.5,5330.5,5052.0,4700.0,4500.0,4100.0,3725.0,3800.0,3850.0,3658.0,2950.0,2425.0,1911.0,1783.0
2023-07-25,1121.5,1321.0,1483.0,2536.0,4180.5,4420.0,3975.0,3737.0,3427.5,3461.0,3829.5,3898.5,3628.0,3598.0,3589.0,3424.0,3186.0,3465.0,3505.0,3408.0,2595.0,2216.0,1974.0,1917.0
2023-07-26,1223.5,1284.0,1393.0,2580.0,4214.5,4485.0,4236.0,3908.0,3821.5,3925.0,4116.5,4199.5,3962.0,3867.0,3694.0,3422.0,3138.0,3401.0,3537.0,3540.0,2567.0,2174.0,1889.0,1834.0
2023-07-27,1097.5,1168.0,1392.0,2495.0,4030.5,4073.0,4007.0,3574.0,3307.5,3377.0,3648.5,3793.5,3530.0,3461.0,3447.0,3358.0,3102.0,3297.0,3325.0,3265.0,2440.0,2044.0,1397.0,1280.0
2023-07-28,735.5,950.0,1117.0,2212.0,3855.5,3961.0,3750.0,3490.0,3326.5,3369.0,3710.5,3734.5,3397.0,3241.0,3231.0,2999.0,2811.0,2855.0,2849.0,2808.0,1950.0,1674.0,1203.0,1109.0
2023-07-31,0.0,0.0,0.0,1126.0,2814.5,3175.0,2999.0,2799.0,2410.5,2371.0,2689.5,2788.5,2620.0,2664.0,2466.0,2105.0,1921.0,2199.0,2480.0,2473.0,1598.0,1253.0,952.0,893.0
2023-08-01,15.0,192.5,326.5,1408.5,3231.5,3599.0,3573.0,3311.5,3412.0,3543.0,3657.0,3868.5,3560.0,3474.0,3093.5,2690.5,2496.0,2093.0,1976.0,1910.0,1548.0,1241.5,1184.0,1182.0
2023-08-02,133.0,423.5,563.5,1544.5,3319.5,3842.0,3508.0,3141.5,3252.0,3309.0,3352.0,3551.5,3253.0,3204.0,3060.5,2686.5,2498.0,2092.0,2160.0,2059.0,1466.0,1123.5,951.0,872.0
2023-08-03,0.0,0.0,0.0,1436.5,2971.5,3479.0,3437.0,3083.5,3565.0,3480.0,3422.0,3482.5,3251.0,3253.0,3068.5,2742.5,2399.0,1944.0,1712.0,1554.0,1045.0,931.5,924.0,927.0
2023-08-04,0.0,0.0,153.5,1453.5,2997.5,3431.0,3145.0,2802.5,3222.0,3359.0,3439.0,3561.5,3482.0,3589.0,3480.5,3309.5,2890.0,2407.0,2169.0,1975.0,1517.0,1366.5,1443.0,1486.0
2023-08-07,0.0,0.0,0.0,1304.5,2983.5,3711.0,3416.0,3341.5,3647.0,3711.0,3872.0,4025.5,3529.0,3409.0,2971.5,2433.5,2090.0,1582.0,1463.0,1351.0,778.0,619.5,444.0,481.0
2023-08-08,0.0,0.0,0.0,1171.5,2602.5,2989.0,2622.0,2279.5,2365.0,2255.0,2221.0,2338.5,2374.0,2497.0,2430.5,2193.5,2058.0,1850.0,1623.0,1524.0,960.0,908.5,821.0,878.0
2023-08-09,0.0,147.5,302.5,1398.5,2835.5,3234.0,2899.0,2594.5,2590.0,2444.0,2426.0,2582.5,2569.0,2674.0,2614.5,2440.5,2425.0,2385.0,2138.0,1932.0,1410.0,1150.5,1140.0,1176.0
